recipe_id,num_nodes,pair_count,C_flavor,C_role,C_type,C_ratio,C_flavor_norm,C_role_norm,C_type_norm,C_ratio_norm,conflict_score,conflict_normalized
128,4,6,0.32803126167475083,0.0,0.0,0.0,0.05467187694579181,0.0,0.0,0.0,0.014387336038366266,0.014387336038366266
129,3,3,0.06968455021364728,2.4,0.0,0.03500000000000003,0.02322818340454909,0.23076923076923075,0.0,0.007000000000000006,0.0804608579809542,0.0804608579809542
130,5,10,0.4356322288139589,0.7199988000012005,0.0,0.018529411764705885,0.04356322288139589,0.06923065384626928,0.0,0.003705882352941177,0.03410650352086105,0.03410650352086105
131,5,10,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0020000000000000018,0.0004210526315789478,0.0004210526315789478
132,5,10,0.5780817778869312,0.719999700000075,0.0,0.040454545454545465,0.05780817778869311,0.0692307403846226,0.0,0.008090909090909093,0.038778366716570395,0.038778366716570395
133,6,15,0.4738262030888561,0.7199952000192004,0.0,0.025256410256410275,0.03158841353925707,0.06923030769415388,0.0,0.005051282051282055,0.031238370635070362,0.031238370635070362
134,4,6,0.41643320476151213,0.7199952000191999,0.6,0.04023809523809524,0.06940553412691869,0.06923030769415384,0.09999999999999999,0.008047619047619048,0.06287368384157857,0.06287368384157857
135,5,10,0.4079316865095546,0.7199952000191999,0.0,0.01772727272727277,0.04079316865095546,0.06923030769415384,0.0,0.003545454545454554,0.033343658294816766,0.033343658294816766
136,4,6,0.5936686371124904,0.7199952000192004,0.0,0.05500000000000005,0.09894477285208174,0.06923030769415388,0.0,0.01100000000000001,0.0502160900223859,0.0502160900223859
137,2,1,0.0,0.0,0.0,0.34500000000000003,0.0,0.0,0.0,0.069,0.014526315789473686,0.014526315789473686
138,3,3,0.08944404818493079,2.4,0.0,0.0,0.029814682728310265,0.23076923076923075,0.0,0.0,0.08072046306615452,0.08072046306615452
139,4,6,0.7443151310923917,0.7199952000191999,0.6,0.10657894736842105,0.12405252184873194,0.06923030769415384,0.09999999999999999,0.02131578947368421,0.08004776912122735,0.08004776912122735
140,4,6,0.7511997538133366,0.7199952000191999,1.2,0.0,0.12519995896888944,0.06923030769415384,0.19999999999999998,0.0,0.09691482321101949,0.09691482321101949
141,3,3,0.05118845842842468,0.719999880000012,0.6,0.12545454545454549,0.01706281947614156,0.06923075769230885,0.19999999999999998,0.025090909090909098,0.07374011999464196,0.07374011999464196
142,3,3,0.10620192023179803,1.0,0.0,0.12,0.03540064007726601,0.09615384615384615,0.0,0.024,0.04473296196365299,0.04473296196365299
143,3,3,0.0,0.0,0.0,0.045000000000000005,0.0,0.0,0.0,0.009000000000000001,0.0018947368421052637,0.0018947368421052637
144,4,6,0.22959028805465798,0.7199988000011999,0.0,0.040000000000000036,0.03826504800910966,0.06923065384626921,0.0,0.008000000000000007,0.033616271743324405,0.033616271743324405
145,3,3,0.0,1.7199988000011999,0.0,0.07500000000000001,0.0,0.16538450000011537,0.0,0.015000000000000003,0.05538457894740485,0.05538457894740485
146,3,3,0.0,0.7199988000011999,0.0,0.0,0.0,0.06923065384626921,0.0,0.0,0.02186231174092712,0.02186231174092712
147,6,15,0.7588131822722002,0.11999880000240015,0.0,0.0,0.05058754548481335,0.011538346154076937,0.0,0.0,0.016956200228869914,0.016956200228869914
148,5,10,0.6634997861608789,0.11999880000240015,0.6,0.0,0.06634997861608789,0.011538346154076937,0.06,0.0,0.0337357878949948,0.0337357878949948
149,5,10,0.2934703322529988,0.0,0.0,0.07164021164021164,0.029347033225299878,0.0,0.0,0.014328042328042329,0.010739333444140457,0.010739333444140457
150,4,6,0.17652662154494053,0.3,0.0,0.04500000000000004,0.029421103590823422,0.028846153846153844,0.0,0.009000000000000008,0.01874644426479159,0.01874644426479159
151,5,10,0.5340514597764318,0.0,0.0,0.0,0.053405145977643176,0.0,0.0,0.0,0.01405398578359031,0.01405398578359031
